Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,cogs,gross income,Rating,Payment_Credit card,Payment_Ewallet,City_Naypyitaw,City_Yangon,CustomerType_lbl
871-79-8483,Cairo,0,Female,Fashion accessories,94.13,5,23.5325,494.1825,2/25/2019,7:39:00 PM,470.65,23.5325,4.8,True,False,False,False,Member
149-71-6266,Cairo,0,Female,Sports and travel,78.07,9,35.1315,737.7615,1/28/2019,12:43:00 PM,702.63,35.1315,4.5,False,False,False,False,Member
640-49-2076,Cairo,0,Female,Sports and travel,83.78,8,33.512,703.752,01-10-19,2:49:00 PM,670.24,33.512,5.1,False,False,False,False,Member
595-11-5460,Alex,0,Female,Health and beauty,96.58,2,9.658,202.818,3/15/2019,10:12:00 AM,193.16,9.658,5.1,True,False,False,True,Member
183-56-6882,Giza,0,Female,Food and beverages,99.42,4,19.884,417.564,02-06-19,10:42:00 AM,397.68,19.884,7.5,False,True,True,False,Member
232-16-2483,Giza,0,Female,Sports and travel,68.12,1,3.406,71.526,01-07-19,12:28:00 PM,68.12,3.406,6.8,False,True,True,False,Member
129-29-8530,Alex,0,Female,Sports and travel,62.62,5,15.655,328.755,03-10-19,7:15:00 PM,313.1,15.655,7.0,False,True,False,True,Member
272-65-1806,Alex,0,Female,Electronic accessories,60.88,9,27.396,575.316,1/15/2019,5:17:00 PM,547.92,27.396,4.7,False,True,False,True,Member
333-73-7901,Giza,0,Female,Health and beauty,54.92,8,21.968,461.328,3/23/2019,1:24:00 PM,439.36,21.968,7.6,False,True,True,False,Member
777-82-7220,Cairo,0,Female,Home and lifestyle,30.12,8,12.048,253.008,03-03-19,1:01:00 PM,240.96,12.048,7.7,False,False,False,False,Member
280-35-5823,Cairo,0,Female,Home and lifestyle,86.72,1,4.336,91.056,1/17/2019,6:45:00 PM,86.72,4.336,7.9,False,True,False,False,Member
554-53-8700,Giza,0,Female,Home and lifestyle,56.11,2,5.611,117.831,02-02-19,10:11:00 AM,112.22,5.611,6.3,False,False,True,False,Member
354-25-5821,Cairo,0,Female,Sports and travel,69.12,6,20.736,435.456,02-08-19,1:03:00 PM,414.72,20.736,5.6,False,False,False,False,Member
228-96-1411,Giza,0,Female,Food and beverages,98.7,8,39.48,829.08,03-04-19,8:39:00 PM,789.6,39.48,7.6,False,False,True,False,Member
617-15-4209,Giza,0,Female,Health and beauty,15.37,2,1.537,32.277,3/16/2019,7:47:00 PM,30.74,1.537,7.2,False,False,True,False,Member
132-32-9879,Cairo,0,Female,Electronic accessories,93.96,4,18.792,394.632,03-09-19,6:00:00 PM,375.84,18.792,9.5,False,False,False,False,Member
370-41-7321,Cairo,0,Female,Health and beauty,56.69,9,25.5105,535.7205,2/27/2019,5:24:00 PM,510.21,25.5105,8.4,True,False,False,False,Member
727-46-3608,Cairo,0,Female,Food and beverages,20.01,9,9.0045,189.0945,02-06-19,3:47:00 PM,180.09,9.0045,4.1,False,True,False,False,Member
669-54-1719,Cairo,0,Female,Electronic accessories,18.93,6,5.679,119.259,02-10-19,12:45:00 PM,113.58,5.679,8.1,True,False,False,False,Member
574-22-5561,Giza,0,Female,Fashion accessories,82.63,10,41.315,867.615,3/19/2019,5:08:00 PM,826.3,41.315,7.9,False,True,True,False,Member
326-78-5178,Giza,0,Female,Food and beverages,91.4,7,31.99,671.79,02-03-19,10:19:00 AM,639.8,31.99,9.5,False,False,True,False,Member
162-48-8011,Alex,0,Female,Food and beverages,44.59,5,11.1475,234.0975,02-10-19,3:10:00 PM,222.95,11.1475,8.5,False,False,False,True,Member
616-24-2851,Cairo,0,Female,Fashion accessories,17.87,4,3.574,75.054,3/22/2019,2:42:00 PM,71.48,3.574,6.5,False,True,False,False,Member
778-71-5554,Giza,0,Female,Fashion accessories,15.43,1,0.7715,16.2015,1/25/2019,3:46:00 PM,15.43,0.7715,6.1,True,False,True,False,Member
242-55-6721,Cairo,0,Female,Home and lifestyle,16.16,2,1.616,33.936,03-07-19,11:49:00 AM,32.32,1.616,6.5,False,True,False,False,Member
399-46-5918,Giza,0,Female,Electronic accessories,85.98,8,34.392,722.232,2/28/2019,7:01:00 PM,687.84,34.392,8.2,False,False,True,False,Member
106-35-6779,Alex,0,Female,Home and lifestyle,44.34,2,4.434,93.114,3/27/2019,11:26:00 AM,88.68,4.434,5.8,False,False,False,True,Member
635-40-6220,Alex,0,Female,Health and beauty,89.6,8,35.84,752.64,02-07-19,11:28:00 AM,716.8,35.84,6.6,False,True,False,True,Member
817-48-8732,Alex,0,Female,Home and lifestyle,72.35,10,36.175,759.675,1/20/2019,3:55:00 PM,723.5,36.175,5.4,False,False,False,True,Member
120-06-4233,Giza,0,Female,Electronic accessories,30.61,6,9.183,192.843,03-12-19,8:36:00 PM,183.66,9.183,9.3,False,False,True,False,Member
285-68-5083,Giza,0,Female,Sports and travel,24.74,3,3.711,77.931,2/15/2019,5:47:00 PM,74.22,3.711,10.0,True,False,True,False,Member
803-83-5989,Giza,0,Female,Home and lifestyle,55.73,6,16.719,351.099,2/24/2019,10:55:00 AM,334.38,16.719,7.0,False,True,True,False,Member
347-34-2234,Cairo,0,Female,Sports and travel,55.07,9,24.7815,520.4115,02-03-19,1:40:00 PM,495.63,24.7815,10.0,False,True,False,False,Member
199-75-8169,Alex,0,Female,Sports and travel,15.81,10,7.905,166.005,03-06-19,12:27:00 PM,158.1,7.905,8.6,True,False,False,True,Member
853-23-2453,Cairo,0,Female,Health and beauty,75.74,4,15.148,318.108,2/14/2019,2:35:00 PM,302.96,15.148,7.6,False,False,False,False,Member
877-22-3308,Alex,0,Female,Health and beauty,15.87,10,7.935,166.635,3/13/2019,4:40:00 PM,158.7,7.935,5.8,False,False,False,True,Member
838-78-4295,Giza,0,Female,Health and beauty,33.47,2,3.347,70.287,02-10-19,3:43:00 PM,66.94,3.347,6.7,False,True,True,False,Member
109-28-2512,Cairo,0,Female,Fashion accessories,97.61,6,29.283,614.943,01-07-19,3:01:00 PM,585.66,29.283,9.9,False,True,False,False,Member
232-11-3025,Alex,0,Female,Sports and travel,78.77,10,39.385,827.085,1/24/2019,10:04:00 AM,787.7,39.385,6.4,False,False,False,True,Member
382-03-4532,Alex,0,Female,Health and beauty,18.33,1,0.9165,19.2465,02-02-19,6:50:00 PM,18.33,0.9165,4.3,False,False,False,True,Member
393-65-2792,Giza,0,Female,Food and beverages,89.48,10,44.74,939.54,01-06-19,12:46:00 PM,894.8,44.74,9.6,True,False,True,False,Member
796-12-2025,Giza,0,Female,Fashion accessories,62.12,10,31.06,652.26,02-11-19,4:19:00 PM,621.2,31.06,5.9,False,False,True,False,Member
510-95-6347,Cairo,0,Female,Food and beverages,48.52,3,7.278,152.838,03-05-19,6:17:00 PM,145.56,7.278,4.0,False,True,False,False,Member
841-35-6630,Giza,0,Female,Electronic accessories,75.91,6,22.773,478.233,03-09-19,6:21:00 PM,455.46,22.773,8.7,False,False,True,False,Member
287-21-9091,Alex,0,Female,Home and lifestyle,74.67,9,33.6015,705.6315,1/22/2019,10:55:00 AM,672.03,33.6015,9.4,False,True,False,True,Member
732-94-0499,Giza,0,Female,Electronic accessories,41.65,10,20.825,437.325,1/13/2019,5:04:00 PM,416.5,20.825,5.4,True,False,True,False,Member
263-10-3913,Giza,0,Female,Fashion accessories,49.04,9,22.068,463.428,01-09-19,2:20:00 PM,441.36,22.068,8.6,True,False,True,False,Member
381-20-0914,Alex,0,Female,Fashion accessories,20.01,9,9.0045,189.0945,01-12-19,3:48:00 PM,180.09,9.0045,5.7,True,False,False,True,Member
829-49-1914,Giza,0,Female,Food and beverages,78.31,10,39.155,822.255,03-05-19,4:24:00 PM,783.1,39.155,6.6,False,True,True,False,Member
756-01-7507,Giza,0,Female,Health and beauty,20.38,5,5.095,106.995,1/22/2019,6:56:00 PM,101.9,5.095,6.0,False,False,True,False,Member
870-72-4431,Giza,0,Female,Health and beauty,99.19,6,29.757,624.897,1/21/2019,2:42:00 PM,595.14,29.757,5.5,True,False,True,False,Member
847-38-7188,Cairo,0,Female,Food and beverages,96.68,3,14.502,304.542,1/26/2019,7:56:00 PM,290.04,14.502,6.4,False,True,False,False,Member
480-63-2856,Giza,0,Female,Food and beverages,19.25,8,7.7,161.7,1/23/2019,6:37:00 PM,154.0,7.7,6.6,False,True,True,False,Member
787-56-0757,Giza,0,Female,Food and beverages,80.36,4,16.072,337.512,2/23/2019,6:45:00 PM,321.44,16.072,8.3,True,False,True,False,Member
360-39-5055,Giza,0,Female,Sports and travel,48.91,5,12.2275,256.7775,03-09-19,10:17:00 AM,244.55,12.2275,6.6,False,False,True,False,Member
730-50-9884,Giza,0,Female,Sports and travel,83.06,7,29.071,610.491,03-05-19,2:31:00 PM,581.42,29.071,4.0,False,True,True,False,Member
362-58-8315,Giza,0,Female,Fashion accessories,76.52,5,19.13,401.73,3/25/2019,10:23:00 AM,382.6,19.13,9.9,False,False,True,False,Member
633-44-8566,Alex,0,Female,Food and beverages,49.38,7,17.283,362.943,3/27/2019,8:35:00 PM,345.66,17.283,7.3,True,False,False,True,Member
504-35-8843,Alex,0,Female,Sports and travel,42.47,1,2.1235,44.5935,01-02-19,4:57:00 PM,42.47,2.1235,5.7,False,False,False,True,Member
318-68-5053,Cairo,0,Female,Health and beauty,76.99,6,23.097,485.037,2/27/2019,5:55:00 PM,461.94,23.097,6.1,False,False,False,False,Member
565-80-5980,Giza,0,Female,Home and lifestyle,47.38,4,9.476,198.996,1/23/2019,10:25:00 AM,189.52,9.476,7.1,False,False,True,False,Member
225-32-0908,Giza,0,Female,Sports and travel,44.86,10,22.43,471.03,1/26/2019,7:54:00 PM,448.6,22.43,8.2,False,True,True,False,Member
873-51-0671,Alex,0,Female,Sports and travel,21.98,7,7.693,161.553,01-10-19,4:42:00 PM,153.86,7.693,5.1,False,True,False,True,Member
152-08-9985,Cairo,0,Female,Health and beauty,64.36,9,28.962,608.202,03-12-19,12:09:00 PM,579.24,28.962,8.6,True,False,False,False,Member
512-91-0811,Giza,0,Female,Health and beauty,89.75,1,4.4875,94.2375,02-06-19,8:05:00 PM,89.75,4.4875,6.6,True,False,True,False,Member
594-34-4444,Alex,0,Female,Electronic accessories,97.16,1,4.858,102.018,03-08-19,8:38:00 PM,97.16,4.858,7.2,False,True,False,True,Member
766-85-7061,Cairo,0,Female,Health and beauty,87.87,10,43.935,922.635,3/29/2019,10:25:00 AM,878.7,43.935,5.1,False,True,False,False,Member
871-39-9221,Giza,0,Female,Electronic accessories,12.45,6,3.735,78.435,02-09-19,1:11:00 PM,74.7,3.735,4.1,False,False,True,False,Member
865-92-6136,Alex,0,Female,Food and beverages,52.75,3,7.9125,166.1625,3/23/2019,10:16:00 AM,158.25,7.9125,9.3,False,True,False,True,Member
733-01-9107,Cairo,0,Female,Home and lifestyle,82.7,6,24.81,521.01,03-05-19,6:14:00 PM,496.2,24.81,7.4,False,False,False,False,Member
163-56-7055,Giza,0,Female,Fashion accessories,48.71,1,2.4355,51.1455,3/26/2019,7:20:00 PM,48.71,2.4355,4.1,False,False,True,False,Member
189-98-2939,Giza,0,Female,Fashion accessories,78.55,9,35.3475,742.2975,03-01-19,1:22:00 PM,706.95,35.3475,7.2,False,False,True,False,Member
551-21-3069,Giza,0,Female,Electronic accessories,23.07,9,10.3815,218.0115,02-01-19,11:27:00 AM,207.63,10.3815,4.9,False,False,True,False,Member
212-62-1842,Alex,0,Female,Food and beverages,58.26,6,17.478,367.038,3/28/2019,4:44:00 PM,349.56,17.478,9.9,False,False,False,True,Member
716-39-1409,Cairo,0,Female,Health and beauty,30.35,7,10.6225,223.0725,3/19/2019,6:19:00 PM,212.45,10.6225,8.0,False,False,False,False,Member
704-48-3927,Alex,0,Female,Electronic accessories,88.67,10,44.335,931.035,01-12-19,2:50:00 PM,886.7,44.335,7.3,False,True,False,True,Member
628-34-3388,Giza,0,Female,Fashion accessories,27.38,6,8.214,172.494,01-05-19,8:54:00 PM,164.28,8.214,7.9,True,False,True,False,Member
630-74-5166,Alex,0,Female,Sports and travel,62.13,6,18.639,391.419,3/22/2019,8:19:00 PM,372.78,18.639,7.4,False,False,False,True,Member
588-01-7461,Giza,0,Female,Food and beverages,33.98,9,15.291,321.111,3/24/2019,10:43:00 AM,305.82,15.291,4.2,False,False,True,False,Member
861-77-0145,Giza,0,Female,Electronic accessories,81.97,10,40.985,860.685,03-03-19,2:30:00 PM,819.7,40.985,9.2,False,False,True,False,Member
479-26-8945,Cairo,0,Female,Sports and travel,16.49,2,1.649,34.629,02-05-19,11:32:00 AM,32.98,1.649,4.6,False,True,False,False,Member
210-67-5886,Giza,0,Female,Health and beauty,98.21,3,14.7315,309.3615,02-05-19,10:41:00 AM,294.63,14.7315,7.8,True,False,True,False,Member
227-78-1148,Cairo,0,Female,Fashion accessories,72.84,7,25.494,535.374,2/15/2019,12:44:00 PM,509.88,25.494,8.4,False,False,False,False,Member
645-44-1170,Alex,0,Female,Home and lifestyle,58.07,9,26.1315,548.7615,1/19/2019,8:07:00 PM,522.63,26.1315,4.3,False,True,False,True,Member
237-01-6122,Giza,0,Female,Home and lifestyle,80.79,9,36.3555,763.4655,02-01-19,8:31:00 PM,727.11,36.3555,9.5,True,False,True,False,Member
225-98-1496,Giza,0,Female,Fashion accessories,27.02,3,4.053,85.113,03-02-19,1:01:00 PM,81.06,4.053,7.1,True,False,True,False,Member
291-32-1427,Cairo,0,Female,Fashion accessories,21.94,5,5.485,115.185,03-05-19,12:29:00 PM,109.7,5.485,5.3,False,True,False,False,Member
659-65-8956,Cairo,0,Female,Fashion accessories,51.36,1,2.568,53.928,1/16/2019,3:26:00 PM,51.36,2.568,5.2,False,True,False,False,Member
642-32-2990,Alex,0,Female,Food and beverages,10.96,10,5.48,115.08,02-02-19,8:48:00 PM,109.6,5.48,6.0,False,True,False,True,Member
378-24-2715,Cairo,0,Female,Home and lifestyle,53.44,2,5.344,112.224,1/20/2019,8:38:00 PM,106.88,5.344,4.1,False,True,False,False,Member
638-60-7125,Alex,0,Female,Electronic accessories,99.56,8,39.824,836.304,2/14/2019,5:03:00 PM,796.48,39.824,5.2,True,False,False,True,Member
659-36-1684,Giza,0,Female,Sports and travel,57.12,7,19.992,419.832,01-12-19,12:02:00 PM,399.84,19.992,6.5,True,False,True,False,Member
219-22-9386,Cairo,0,Female,Sports and travel,99.96,9,44.982,944.622,03-09-19,5:26:00 PM,899.64,44.982,4.2,True,False,False,False,Member
336-78-2147,Giza,0,Female,Home and lifestyle,63.91,8,25.564,536.844,3/13/2019,7:52:00 PM,511.28,25.564,4.6,True,False,True,False,Member
268-27-6179,Cairo,0,Female,Fashion accessories,56.47,8,22.588,474.348,03-09-19,2:57:00 PM,451.76,22.588,7.3,False,True,False,False,Member
668-90-8900,Alex,0,Female,Home and lifestyle,93.69,7,32.7915,688.6215,03-10-19,6:44:00 PM,655.83,32.7915,4.5,True,False,False,True,Member
870-54-3162,Alex,0,Female,Sports and travel,32.25,5,8.0625,169.3125,1/27/2019,1:26:00 PM,161.25,8.0625,9.0,False,False,False,True,Member
189-08-9157,Giza,0,Female,Fashion accessories,31.73,9,14.2785,299.8485,01-08-19,4:17:00 PM,285.57,14.2785,5.9,True,False,True,False,Member
663-86-9076,Giza,0,Female,Food and beverages,68.54,8,27.416,575.736,01-08-19,3:57:00 PM,548.32,27.416,8.5,False,True,True,False,Member
549-84-7482,Cairo,0,Female,Sports and travel,90.28,9,40.626,853.146,02-08-19,11:15:00 AM,812.52,40.626,7.2,False,True,False,False,Member
191-10-6171,Cairo,1,Female,Fashion accessories,39.62,7,13.867,291.207,1/25/2019,1:18:00 PM,277.34,13.867,7.5,False,False,False,False,Normal
802-70-5316,Alex,0,Female,Sports and travel,92.13,6,27.639,580.419,03-06-19,8:34:00 PM,552.78,27.639,8.3,False,False,False,True,Member
695-51-0018,Cairo,1,Female,Sports and travel,34.84,4,6.968,146.328,02-10-19,6:36:00 PM,139.36,6.968,7.4,False,False,False,False,Normal
590-83-4591,Cairo,0,Female,Electronic accessories,87.45,6,26.235,550.935,2/17/2019,2:40:00 PM,524.7,26.235,8.8,True,False,False,False,Member
483-71-1164,Giza,1,Female,Health and beauty,81.3,6,24.39,512.19,03-08-19,4:43:00 PM,487.8,24.39,5.3,False,True,True,False,Normal
597-78-7908,Giza,1,Female,Fashion accessories,90.22,3,13.533,284.193,2/18/2019,7:39:00 PM,270.66,13.533,6.2,False,False,True,False,Normal
700-81-1757,Alex,1,Female,Electronic accessories,26.31,5,6.5775,138.1275,1/18/2019,8:59:00 PM,131.55,6.5775,8.8,True,False,False,True,Normal
354-39-5160,Alex,0,Female,Home and lifestyle,34.42,6,10.326,216.846,2/18/2019,3:39:00 PM,206.52,10.326,9.8,False,False,False,True,Member
241-72-9525,Cairo,1,Female,Sports and travel,51.91,10,25.955,545.055,2/16/2019,12:21:00 PM,519.1,25.955,8.2,False,False,False,False,Normal
575-30-8091,Alex,1,Female,Sports and travel,72.5,8,29.0,609.0,3/16/2019,7:25:00 PM,580.0,29.0,9.2,False,True,False,True,Normal
731-81-9469,Giza,0,Female,Sports and travel,89.8,10,44.9,942.9,1/23/2019,1:00:00 PM,898.0,44.9,5.4,True,False,True,False,Member
280-17-4359,Giza,0,Male,Health and beauty,90.5,10,45.25,950.25,1/25/2019,1:48:00 PM,905.0,45.25,8.1,False,False,True,False,Member
338-65-2210,Giza,0,Female,Health and beauty,68.6,10,34.3,720.3,02-05-19,7:57:00 PM,686.0,34.3,9.1,False,False,True,False,Member
488-25-4221,Giza,0,Female,Food and beverages,30.41,1,1.5205,31.9305,2/22/2019,10:36:00 AM,30.41,1.5205,8.4,True,False,True,False,Member
239-10-7476,Alex,1,Female,Home and lifestyle,77.95,6,23.385,491.085,1/21/2019,4:37:00 PM,467.7,23.385,8.0,False,True,False,True,Normal
458-41-1477,Giza,1,Female,Health and beauty,46.26,6,13.878,291.438,03-08-19,5:11:00 PM,277.56,13.878,9.5,True,False,True,False,Normal
685-64-1609,Alex,0,Female,Fashion accessories,30.14,10,15.07,316.47,02-10-19,12:28:00 PM,301.4,15.07,9.2,False,True,False,True,Member
568-90-5112,Giza,1,Male,Health and beauty,66.14,4,13.228,277.788,3/19/2019,12:46:00 PM,264.56,13.228,5.6,True,False,True,False,Normal
262-47-2794,Cairo,0,Male,Home and lifestyle,71.86,8,28.744,603.624,03-06-19,3:07:00 PM,574.88,28.744,6.2,True,False,False,False,Member
238-49-0436,Alex,1,Male,Health and beauty,32.46,8,12.984,272.664,3/27/2019,1:48:00 PM,259.68,12.984,4.9,True,False,False,True,Normal
608-96-3517,Cairo,0,Female,Fashion accessories,91.54,4,18.308,384.468,3/23/2019,7:20:00 PM,366.16,18.308,4.8,True,False,False,False,Member
584-86-7256,Giza,0,Male,Sports and travel,34.56,7,12.096,254.016,03-11-19,4:07:00 PM,241.92,12.096,7.3,True,False,True,False,Member
746-94-0204,Alex,1,Male,Fashion accessories,83.24,9,37.458,786.618,1/29/2019,11:56:00 AM,749.16,37.458,7.4,True,False,False,True,Normal
214-17-6927,Giza,1,Female,Food and beverages,16.48,6,4.944,103.824,02-07-19,6:23:00 PM,98.88,4.944,9.9,False,True,True,False,Normal
400-89-4171,Giza,1,Female,Sports and travel,80.97,8,32.388,680.148,1/28/2019,1:05:00 PM,647.76,32.388,9.3,False,False,True,False,Normal
782-95-9291,Alex,0,Male,Food and beverages,92.29,5,23.0725,484.5225,2/20/2019,3:55:00 PM,461.45,23.0725,9.0,True,False,False,True,Member
279-74-2924,Cairo,0,Male,Electronic accessories,72.17,1,3.6085,75.7785,01-04-19,7:40:00 PM,72.17,3.6085,6.1,False,False,False,False,Member
307-85-2293,Cairo,1,Male,Home and lifestyle,50.28,5,12.57,263.97,03-07-19,1:58:00 PM,251.4,12.57,9.7,False,True,False,False,Normal
743-04-1105,Cairo,0,Male,Health and beauty,97.22,9,43.749,918.729,3/30/2019,2:43:00 PM,874.98,43.749,6.0,False,True,False,False,Member
423-57-2993,Cairo,1,Male,Sports and travel,93.39,6,28.017,588.357,3/27/2019,7:18:00 PM,560.34,28.017,10.0,False,True,False,False,Normal
894-41-5205,Giza,1,Female,Food and beverages,43.18,8,17.272,362.712,1/19/2019,7:39:00 PM,345.44,17.272,8.3,True,False,True,False,Normal
275-28-0149,Alex,1,Male,Sports and travel,63.69,1,3.1845,66.8745,2/25/2019,4:21:00 PM,63.69,3.1845,6.0,False,False,False,True,Normal
101-17-6199,Alex,1,Male,Food and beverages,45.79,7,16.0265,336.5565,3/13/2019,7:44:00 PM,320.53,16.0265,7.0,True,False,False,True,Normal
423-80-0988,Giza,1,Male,Sports and travel,76.4,2,7.64,160.44,1/30/2019,7:42:00 PM,152.8,7.64,6.5,False,True,True,False,Normal
548-46-9322,Cairo,1,Male,Food and beverages,39.9,10,19.95,418.95,2/20/2019,3:24:00 PM,399.0,19.95,5.9,True,False,False,False,Normal
505-02-0892,Cairo,0,Male,Health and beauty,42.57,8,17.028,357.588,2/25/2019,2:12:00 PM,340.56,17.028,5.6,False,True,False,False,Member
234-65-2137,Giza,1,Male,Home and lifestyle,95.58,10,47.79,1003.59,1/16/2019,1:32:00 PM,955.8,47.79,4.8,False,False,True,False,Normal
687-47-8271,Alex,1,Male,Fashion accessories,98.98,10,49.49,1039.29,02-08-19,4:20:00 PM,989.8,49.49,8.7,True,False,False,True,Normal
796-32-9050,Alex,1,Male,Food and beverages,51.28,6,15.384,323.064,1/19/2019,4:31:00 PM,307.68,15.384,6.5,False,False,False,True,Normal
105-31-1824,Alex,0,Male,Sports and travel,69.52,7,24.332,510.972,02-01-19,3:10:00 PM,486.64,24.332,8.5,True,False,False,True,Member
249-42-3782,Alex,1,Male,Health and beauty,70.01,5,17.5025,367.5525,01-03-19,11:36:00 AM,350.05,17.5025,5.5,False,True,False,True,Normal
316-55-4634,Cairo,0,Male,Food and beverages,80.05,5,20.0125,420.2625,1/26/2019,12:45:00 PM,400.25,20.0125,9.4,True,False,False,False,Member
733-33-4967,Giza,1,Male,Electronic accessories,20.85,8,8.34,175.14,03-03-19,7:17:00 PM,166.8,8.34,6.3,False,False,True,False,Normal
608-27-6295,Cairo,0,Male,Electronic accessories,52.89,6,15.867,333.207,1/19/2019,5:34:00 PM,317.34,15.867,9.8,True,False,False,False,Member
414-12-7047,Cairo,1,Male,Food and beverages,19.79,8,7.916,166.236,1/18/2019,12:04:00 PM,158.32,7.916,8.7,False,True,False,False,Normal
827-26-2100,Alex,0,Male,Home and lifestyle,33.84,9,15.228,319.788,3/21/2019,4:21:00 PM,304.56,15.228,8.8,False,True,False,True,Member
175-54-2529,Alex,0,Male,Food and beverages,22.17,8,8.868,186.228,03-03-19,5:01:00 PM,177.36,8.868,9.6,True,False,False,True,Member
139-52-2867,Giza,1,Female,Fashion accessories,22.51,7,7.8785,165.4485,2/13/2019,10:50:00 AM,157.57,7.8785,4.8,True,False,True,False,Normal
